260	英超	2023-05-13 22:00	南安普顿	0	富勒姆	0:2	2	4.88
261	英超	2023-05-13 19:30	利兹联	+1	纽卡斯尔联	2:2	4	5.13
262	英超	2023-05-09 03:00	诺丁汉森林	0	南安普顿	4:3	7	16.58
263	英超	2023-05-09 00:30	布莱顿	-1	埃弗顿	1:5	6	9.97
264	英超	2023-05-08 22:00	富勒姆	0	莱斯特城	5:3	8	22.56
265	英超	2023-05-08 02:00	西汉姆联	0	曼彻斯特联	1:0	1	8.67
266	英超	2023-05-07 23:30	纽卡斯尔联	0	阿森纳	0:2	2	5.59
267	英超	2023-05-07 00:30	利物浦	-1	布伦特福德	1:0	1	12.04
268	英超	2023-05-06 22:00	AFC伯恩茅斯	0	切尔西	1:3	4	6.77
269	英超	2023-05-06 22:00	曼彻斯特城	-2	利兹联	2:1	3	5.13
270	英超	2023-05-06 22:00	托特纳姆热刺	-1	水晶宫	1:0	1	9.94
271	英超	2023-05-06 22:00	狼队	0	阿斯顿维拉	1:0	1	4.78
272	英超	2023-05-05 03:00	布莱顿	0	曼彻斯特联	1:0	1	8.24
273	英超	2023-05-04 03:00	利物浦	-2	富勒姆	1:0	1	12.19
274	英超	2023-05-04 03:00	曼彻斯特城	-2	西汉姆联	3:0	3	5.25
275	英超	2023-05-03 03:00	阿森纳	-1	切尔西	3:1	4	6.35
276	英超	2023-05-02 03:00	莱斯特城	0	埃弗顿	2:2	4	5.83
277	英超	2023-04-30 23:30	利物浦	-1	托特纳姆热刺	4:3	7	13.78
278	英超	2023-04-30 21:00	AFC伯恩茅斯	0	利兹联	4:1	5	9.92
279	英超	2023-04-30 21:00	富勒姆	+2	曼彻斯特城	1:2	3	5.73
280	英超	2023-04-30 21:00	曼彻斯特联	-1	阿斯顿维拉	1:0	1	9.41
281	英超	2023-04-30 21:00	纽卡斯尔联	-1	南安普顿	3:1	4	5.13
282	英超	2023-04-29 22:00	布伦特福德	-1	诺丁汉森林	2:1	3	4.65
283	英超	2023-04-29 22:00	布莱顿	-1	狼队	6:0	6	31.38
284	英超	2023-04-29 19:30	水晶宫	0	西汉姆联	4:3	7	60.19
285	英超	2023-04-28 03:15	托特纳姆热刺	0	曼彻斯特联	2:2	4	6.58
286	英超	2023-04-28 02:45	埃弗顿	+1	纽卡斯尔联	1:4	5	7.94
287	英超	2023-04-28 02:45	南安普顿	0	AFC伯恩茅斯	0:1	1	9.30
288	英超	2023-04-27 03:00	曼彻斯特城	-1	阿森纳	4:1	5	7.99
289	英超	2023-04-27 02:45	西汉姆联	+1	利物浦	1:2	3	4.22
290	英超	2023-04-27 02:45	切尔西	-1	布伦特福德	0:2	2	4.93
291	英超	2023-04-27 02:30	诺丁汉森林	+1	布莱顿	3:1	4	4.65
292	英超	2023-04-26 03:00	利兹联	0	莱斯特城	1:1	2	5.56
293	英超	2023-04-26 02:45	阿斯顿维拉	-1	富勒姆	1:0	1	9.59
294	英超	2023-04-26 02:30	狼队	0	水晶宫	2:0	2	4.12
295	英超	2023-04-23 21:00	AFC伯恩茅斯	0	西汉姆联	0:4	4	7.79
296	英超	2023-04-23 21:00	纽卡斯尔联	0	托特纳姆热刺	6:1	7	59.10
297	英超	2023-04-22 22:00	布伦特福德	0	阿斯顿维拉	1:1	2	5.15
298	英超	2023-04-22 22:00	水晶宫	0	埃弗顿	0:0	0	12.09
299	英超	2023-04-22 22:00	莱斯特城	0	狼队	2:1	3	5.10
300	英超	2023-04-22 22:00	利物浦	-2	诺丁汉森林	3:2	5	5.07
301	英超	2023-04-22 19:30	富勒姆	0	利兹联	2:1	3	3.94
302	英超	2023-04-22 03:00	阿森纳	-2	南安普顿	3:3	6	11.35
303	英超	2023-04-18 03:00	利兹联	+1	利物浦	1:6	7	15.54
304	英超	2023-04-16 23:30	诺丁汉森林	+1	曼彻斯特联	0:2	2	4.74
305	英超	2023-04-16 21:00	西汉姆联	+1	阿森纳	2:2	4	5.64
306	英超	2023-04-16 00:30	曼彻斯特城	-2	莱斯特城	3:1	4	4.80
307	英超	2023-04-15 22:00	切尔西	0	布莱顿	1:2	3	3.75
308	英超	2023-04-15 22:00	埃弗顿	0	富勒姆	1:3	4	6.82
309	英超	2023-04-15 22:00	南安普顿	0	水晶宫	0:2	2	4.31
310	英超	2023-04-15 22:00	托特纳姆热刺	-1	AFC伯恩茅斯	2:3	5	7.65
311	英超	2023-04-15 22:00	狼队	0	布伦特福德	2:0	2	3.78
